Timestamp,SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketSize,Traffic Category,App Service,Duration,ConnectionAttempts
1700831921,3319500599,3220891933,61881,587,UDP,845,VoIP,DNS,2137,7
1674726014,1538231142,4272848667,56764,12449,UDP,1379,VoIP,SSH,1728,7
1690718713,3581058545,1669770361,64773,1106,UDP,555,Video,SMTP,2629,7
1681619328,2802976323,3514201429,39851,48782,UDP,137,Video,FTP,2850,6
1694134989,3082425071,1436671694,36466,48680,UDP,1106,File Transfer,SSH,851,7
1678623079,2615904406,3871854881,55458,58148,ICMP,1127,Email,FTP,2666,3
1682085586,2599256964,3355205262,48490,23756,TCP,1270,Web,DNS,939,10
1694809981,914155439,235785504,23454,27309,UDP,1279,Web,FTP,1183,9
1695464528,201377265,2601115969,15469,105,ICMP,358,Other,Other,3185,4
1677747171,590374165,50131741,36210,35526,TCP,1027,Web,SSH,3381,10
1692576378,634587653,2251850165,11130,62208,ICMP,1023,Other,Other,399,9
1695496715,1039380388,2027053395,21396,10275,UDP,712,Video,SMTP,3009,2
1696404749,257955312,2830393346,48782,52235,ICMP,171,Email,HTTP,1463,2
1691758170,3222794544,20173881,42486,10214,TCP,545,Video,SMTP,833,9
1683772090,1055277145,4164565467,18423,38581,UDP,822,Web,SMTP,1834,8
1675533469,1664667192,1963415909,4022,47898,TCP,496,VoIP,HTTP,1490,1
1682178781,3278422548,3588706614,65217,38180,ICMP,1196,Web,SSH,1359,8
1702596607,3252302697,3915895615,5164,5158,ICMP,303,Web,FTP,758,9
1686585382,2184766920,3760748224,48175,50569,ICMP,519,File Transfer,SSH,3369,10
1681401458,1904237155,3666198999,63558,38192,TCP,894,Video,SSH,987,4
1680759969,1079868986,1756546187,27208,14186,ICMP,316,Other,SSH,3278,8
1677072381,936346506,4005439541,17844,42188,UDP,365,Other,DNS,3190,4
1702887970,2955644528,1676396925,61307,7390,ICMP,1317,Other,Other,2017,9
1691531492,4253175932,644834717,7138,34385,ICMP,439,Video,DNS,1681,2
1677714771,779321964,1872297109,43617,10733,UDP,83,Web,SSH,2102,2
1685618758,3963967415,2776340931,50510,62557,UDP,1479,File Transfer,Other,3058,4
1694452534,938108678,2423819708,34334,23130,UDP,137,File Transfer,FTP,1495,4
1691864945,3377223429,4173425289,32353,15915,UDP,319,File Transfer,Other,3428,7
1679285324,675684040,1627271622,33520,8058,UDP,424,File Transfer,SSH,3490,2
1691263626,308860528,3019237650,44653,36972,ICMP,1464,Web,Other,2692,2
1702785050,3139597600,2297707258,57172,61580,ICMP,1069,Video,SMTP,864,6
1695751175,3328434178,3646259626,12487,52137,UDP,663,Video,Other,499,6
1689857391,2686067393,2184271206,62614,28902,UDP,1341,Other,DNS,236,5
1695952000,2243454298,3306019687,34860,62308,TCP,827,VoIP,SMTP,661,9
1690897218,1516196513,3528564169,51142,47869,TCP,781,Email,DNS,1827,1
1690813942,939940462,2095153559,54655,18797,TCP,694,File Transfer,Other,2259,6
1676519390,1485256028,1221445522,1050,50477,UDP,540,File Transfer,SMTP,1399,3
1698130647,3298294797,3990099638,10509,768,TCP,838,Other,SMTP,776,3
1676629645,2711857317,2132459480,35873,37054,TCP,1162,VoIP,Other,3202,3
1690562624,1220574406,2788262172,28599,58539,TCP,528,Email,SMTP,1277,8
1678610144,397520651,3935295138,12310,44855,ICMP,1216,Video,SSH,1800,8
1696728099,3322583007,1810374216,58547,2478,UDP,89,Web,FTP,1240,9
1678814428,425332472,1774231018,2019,6610,ICMP,356,VoIP,DNS,237,10
1696486647,2815219164,4033394680,64351,31695,TCP,1284,Video,HTTP,748,3
1681872736,370287668,3491285034,34485,12665,ICMP,1470,Web,HTTP,802,10
1687760315,3923187572,2359512025,56684,499,ICMP,1118,Web,Other,2077,10
1680273935,3765487809,2100980973,31004,54418,ICMP,816,VoIP,FTP,2521,7
1695192438,3595887587,3612850324,45528,47787,UDP,1182,File Transfer,SSH,2900,4
1695133883,151986055,2229535293,35008,15099,TCP,1183,Web,DNS,3144,8
1672533741,2505755284,987447195,60585,15458,ICMP,917,File Transfer,FTP,2160,3
1702432283,3229657309,3927367933,46503,10306,TCP,1467,VoIP,SMTP,2834,1
1700782817,2029028529,2583979176,32334,40927,ICMP,959,Web,Other,2909,10
1690305529,1905536647,885775922,15264,61678,TCP,972,VoIP,SMTP,248,9
1677347692,2484717741,3012807327,271,39600,ICMP,86,Email,SMTP,844,3
1688873686,3969337026,799126208,7794,15782,UDP,502,VoIP,Other,2113,4
1689522654,3997944688,2854969523,61271,32723,UDP,433,File Transfer,HTTP,2891,5
1684930251,851294365,3796044078,2129,24503,TCP,915,VoIP,HTTP,909,3
1700253922,744138208,1223271602,58760,12466,ICMP,388,Email,HTTP,1616,5
1692957657,1921576850,381789753,33064,21175,UDP,689,VoIP,SSH,3487,3
1693010304,2476226942,2260284075,29915,11540,ICMP,1383,Web,SSH,806,6
1676162349,2381509333,1807481610,40899,11116,TCP,1120,Web,FTP,2942,10
1689153835,2844660964,135298426,48494,38389,UDP,679,File Transfer,HTTP,227,6
1680148357,4096889032,3489921663,14822,11173,ICMP,345,Web,FTP,668,7
1695870372,3064896128,2463599638,7980,4446,ICMP,534,Other,HTTP,2955,10
1684990072,3914612592,2677883861,55474,62757,UDP,317,Other,HTTP,3410,10
1681514392,2035161238,1969971805,18196,27153,UDP,582,VoIP,DNS,711,10
1689484383,3957410199,1094627212,49850,35752,ICMP,681,File Transfer,DNS,952,2
1674053867,1919592839,998054873,48641,50752,UDP,100,File Transfer,HTTP,2544,9
1701246192,115700680,1514978383,58711,28331,TCP,415,Web,HTTP,3571,9
1691297241,3382627847,2266571148,6171,43379,ICMP,1306,VoIP,Other,2487,4
1685015296,3472251455,3929887920,58943,22581,TCP,1124,Other,Other,2187,6
1695238568,181872112,3282258970,20909,60615,ICMP,840,Web,FTP,2606,3
1686546206,852199458,2407923510,56504,15381,TCP,239,VoIP,DNS,1877,8
1686243118,1201629161,1346374739,41424,27321,TCP,873,Other,SMTP,205,5
1698408656,753450120,1390378429,14130,36412,ICMP,1205,Web,FTP,3590,2
1695220480,1062740309,1095552448,21204,27777,ICMP,1469,Other,SSH,538,4
1697989774,1536189897,3503615640,65140,13250,TCP,1271,Other,HTTP,2346,4
1692799157,112666036,271854919,57191,41701,ICMP,496,Email,SSH,2245,7
1693812043,2977255971,3944097314,17587,20291,TCP,1325,VoIP,Other,3227,7
1700237199,4196569332,3437303350,10211,58341,TCP,471,Video,Other,1848,10
1692589439,577479076,69175049,44708,47315,UDP,1376,Email,SMTP,1033,3
1689735352,1223128151,3139784867,37510,26018,UDP,1233,File Transfer,DNS,1199,6
1703916937,2204468230,3321118953,27278,38842,UDP,754,Email,FTP,922,9
1688636255,3419805304,2044308477,36298,5602,UDP,648,Web,SSH,800,4
1690793413,3213934615,1238942843,59762,17816,ICMP,620,Video,Other,28,4
1693890917,1398252966,2854102908,56180,12408,TCP,314,File Transfer,HTTP,981,9
1689420148,2011317271,795820409,32818,39087,UDP,1217,Email,HTTP,993,3
1685447743,2669454234,1474989044,7361,30528,UDP,616,Other,Other,726,5
1672809237,1419516257,95052989,52378,38615,ICMP,609,Other,DNS,1138,5
1685578131,2411036473,2140927147,28893,64953,UDP,1075,Web,SSH,2933,7
1700892551,1373588825,1774386749,38236,2045,TCP,299,Video,SSH,687,10
1685175746,2057425566,3834741061,20651,48576,UDP,707,File Transfer,SSH,3141,6
1686991618,1953993556,2596959074,19155,60095,ICMP,1127,Email,HTTP,891,8
1695508629,1439140284,3143703784,52878,56521,TCP,1157,Video,DNS,1241,3
1694853049,1841043178,2552432405,5316,52826,ICMP,530,Video,Other,1537,8
1695226497,1656938280,3323547111,22652,36159,UDP,94,Email,FTP,1223,10
1680442979,3466924817,554435736,36656,40644,UDP,482,Web,HTTP,865,8
1673217716,1604329332,2316769040,25207,54254,ICMP,837,Email,SMTP,23,4
1684873836,1171566588,3309708902,37582,33733,ICMP,154,Email,SSH,1886,8
1675592553,1006338684,3121302080,5162,43159,UDP,540,File Transfer,FTP,3101,10
1689414720,3095669747,3412921001,56172,35739,ICMP,1323,Web,SSH,3386,9
1682075221,3435983251,4130816699,8142,26348,UDP,674,VoIP,SSH,2400,8
1697189003,2571867465,129736649,50822,59734,ICMP,1120,VoIP,SMTP,2902,6
1678975938,3692193891,2944925837,45854,62038,UDP,1237,Web,FTP,2245,9
1677792150,1227847198,3203000699,25683,3005,UDP,1275,Web,SSH,1774,7
1698089435,106120019,3188663742,39255,3904,UDP,334,Video,SMTP,1233,9
1690896588,3501893535,467603268,9895,60236,TCP,1383,Web,SSH,3546,6
1703289060,1184824669,925702030,21350,48944,ICMP,563,File Transfer,SMTP,1870,8
1693630007,4286784126,2598362948,25184,59144,ICMP,1436,Web,HTTP,1384,10
1678415912,1887918294,1838459839,40588,39731,TCP,1265,Email,HTTP,654,7
1704035686,3970953244,2399670782,27195,11993,TCP,1346,VoIP,Other,3243,7
1699603132,1575461750,476607715,41956,41906,TCP,904,File Transfer,SSH,3488,1
1673925065,664497196,2052598328,37414,7583,ICMP,420,File Transfer,DNS,1432,8
1691264159,2947473429,3699759327,43939,49449,ICMP,1017,Email,FTP,2961,3
1691668825,1246550593,2849813774,18680,14803,UDP,599,Other,HTTP,955,7
1692833754,2613571672,2006840450,56719,60932,ICMP,1152,Video,FTP,1262,4
1692965314,4177939159,1897665187,14378,61611,UDP,645,Video,Other,1068,3
1686689255,2840712137,2794933579,56361,32798,TCP,1500,Video,SMTP,254,1
1683674146,3081665124,1947680819,62668,14831,ICMP,606,Web,DNS,2308,9
1696454302,3603827799,3664019152,55605,14773,ICMP,198,File Transfer,SMTP,1553,10
1703348171,2775295048,4119950264,49635,57997,TCP,1285,Video,SSH,124,6
1683205191,3363630998,2827836550,5491,34800,UDP,320,File Transfer,Other,89,8
1692866934,2818318567,4238905002,46375,63303,UDP,1191,Web,FTP,242,9
1703675455,4014075089,2234058241,23255,27286,TCP,1468,File Transfer,FTP,1773,8
1692238502,1901741272,500882587,13942,38312,TCP,1455,Video,Other,954,3
1691695342,4100388790,1502881178,13748,38840,TCP,1406,File Transfer,SSH,247,8
1694688056,2127330502,2936645565,21938,50207,TCP,686,Video,SSH,3234,1
1685427167,1414433576,2012687500,58434,41968,ICMP,651,File Transfer,FTP,3542,7
1698615910,3233170107,1551189433,13007,19141,ICMP,619,File Transfer,DNS,2203,1
1694528893,128767592,3698646052,41345,35977,UDP,457,File Transfer,FTP,3157,8
1680923226,3157857818,2386329551,8452,25890,UDP,1238,Other,HTTP,8,5
1703390723,2213008774,4083677009,29797,58319,TCP,581,Web,HTTP,2422,3
1692410188,3668605293,1553533591,57104,27394,ICMP,700,Web,SSH,2634,9
1681502447,3034692942,514629391,47711,17299,UDP,628,VoIP,HTTP,1431,3
1675486699,2645713557,1771935212,11448,7792,ICMP,1415,Web,Other,2242,4
1678469292,1023751537,3864009215,62993,63632,UDP,1298,Web,SSH,1385,4
1685745671,1835735983,4145301168,26291,58080,UDP,1185,Video,SSH,1920,5
1692150091,984972438,974511609,21198,27207,TCP,1350,Video,DNS,729,10
1690031265,3250879525,2444751641,23767,18628,ICMP,187,Email,FTP,712,10
1672957082,2223355258,1636885410,19449,16928,TCP,1174,Web,SMTP,1953,6
1701035728,3140661684,2172138383,51005,50714,ICMP,1328,Web,FTP,1308,9
1699081908,608910641,2287973028,8693,43130,ICMP,1329,File Transfer,SMTP,460,1
1700341526,1761924570,252494986,1167,51439,TCP,1405,Email,HTTP,894,6
1694354999,3420129525,2467739057,50262,59123,UDP,1263,Email,DNS,891,3
1698437975,3666716670,4083044222,48806,59477,UDP,1024,Video,DNS,1956,3
1698321573,2379523121,696725176,50311,46458,ICMP,890,Video,SMTP,1267,4
1676298422,3841271559,798252051,40745,54800,ICMP,112,Other,SSH,1958,1
1678890245,1448139240,495238623,45693,28761,UDP,1139,Email,Other,2722,1
1703843079,1165306195,1349650469,49069,51689,UDP,673,VoIP,FTP,3056,1
1693200593,1103207107,1557727046,47855,17654,ICMP,656,Web,SMTP,3073,7
1682926208,735386635,2700218814,7050,18595,UDP,847,Other,HTTP,1753,3
1674990621,3112923912,505805396,8940,58630,TCP,461,Other,FTP,1346,7
1681986011,2212918425,2752175443,37926,37270,TCP,436,Web,DNS,206,5
1693378375,2619893682,3305506996,48741,13402,UDP,1146,Email,SSH,2211,10
1677941269,1050471900,794551892,64419,19826,ICMP,298,Video,Other,730,4
1685833256,1864685118,4120762937,45283,41795,UDP,1074,Web,Other,1012,1
1700689486,3205341903,2098352211,49137,46985,ICMP,723,VoIP,DNS,3058,3
1673356490,2977219878,2122678535,53286,49388,TCP,164,Other,SMTP,1434,10
1677939484,4075422899,182290933,58655,23411,UDP,454,Other,FTP,2667,3
1679738944,4049670972,1849324211,22102,36112,ICMP,1104,Web,DNS,1967,4
1699443945,409330164,1366360126,32255,64812,ICMP,1232,Email,Other,394,1
1682462003,3290940037,1087267724,14161,51667,TCP,839,File Transfer,HTTP,2292,4
1693903945,2844701428,1795266491,27796,41521,TCP,343,File Transfer,DNS,2446,2
1676862899,421999626,4163547689,27764,38707,ICMP,1351,File Transfer,Other,414,7
1699037004,2733752939,2467610331,45596,2067,ICMP,1257,Email,FTP,2287,2
1692529528,1729989931,881866982,33746,30699,TCP,951,VoIP,SMTP,2879,7
1681535979,3032506867,4133375659,64885,51614,TCP,296,Email,Other,2516,7
1686122570,1849041118,4141991756,47965,11482,ICMP,435,Web,HTTP,1925,9
1679270817,3525308539,1753350123,12684,7306,TCP,403,Other,HTTP,3351,7
1683229942,2380272744,1107525427,51907,50892,ICMP,1314,File Transfer,FTP,2317,1
1691350058,564821366,613245730,32913,49562,ICMP,746,File Transfer,SSH,1483,7
1695722336,1730642270,3265953967,32561,57935,TCP,1172,Email,HTTP,3038,8
1683887775,1982286923,693614784,41298,32442,ICMP,497,Web,Other,2229,4
1676332335,3067790510,1879976003,41494,51002,UDP,1124,Email,SMTP,695,8
1688156412,899858091,2061703158,2987,47877,UDP,1036,File Transfer,Other,43,8
1694484491,2207995564,1574134397,24279,37835,ICMP,848,Web,DNS,2698,6
1695998332,1370332504,2649283069,49248,10525,UDP,1292,File Transfer,FTP,1280,5
1689758153,615769920,2664238019,50876,31042,TCP,1063,Video,Other,1382,1
1673183814,3339878022,4044833129,64757,14513,TCP,554,Email,SMTP,1357,10
1681742311,4159662127,1207196009,21155,32044,ICMP,1080,File Transfer,SSH,2642,1
1695635056,3996904543,3881720879,21611,54052,UDP,67,File Transfer,SSH,1458,3
1679217565,1478407557,1352261838,448,28548,TCP,787,Web,FTP,1071,9
1688908419,2321487638,732189758,26607,37361,ICMP,1436,Other,Other,361,9
1673950202,344959585,2648242486,31890,21240,ICMP,879,Other,Other,2142,5
1677304278,2739674937,831836718,6306,32804,TCP,440,Other,SMTP,2909,5
1675990803,1747509843,2083357775,39767,36765,UDP,834,VoIP,FTP,2810,1
1688427986,330898476,666562403,41068,3588,ICMP,88,Web,SMTP,1206,6
1684140378,2610157542,3914219815,49745,40935,TCP,584,Other,SSH,2898,10
1699282713,2233460618,1486982225,50408,58798,TCP,526,Other,Other,2973,9
1678433110,1926812638,1911630951,36516,6831,UDP,965,Video,HTTP,2075,6
1683550856,2061806945,3338640734,48781,48545,TCP,1047,Email,FTP,1310,1
1677340169,3985107460,3980550097,46792,61871,UDP,1116,Other,HTTP,449,9
1687013776,3782636169,2880801049,35063,27646,UDP,1318,Other,SSH,3521,5
1700166529,1982324097,1611795380,4263,16423,TCP,369,Other,SSH,378,7
1696173857,2342138164,1748864701,46475,41066,TCP,156,Email,HTTP,1826,9
1698315048,3013222080,302695286,59222,44045,ICMP,538,VoIP,HTTP,823,4
1690999520,3832407664,3927837320,53834,24512,TCP,120,Email,Other,2653,10
1673215441,721100278,1695519850,32123,61995,TCP,325,File Transfer,DNS,722,1
1682772897,3965792046,353213069,26362,15672,UDP,1071,File Transfer,DNS,3553,9
1701444632,372965772,1560279687,17162,42006,UDP,1015,Email,SSH,693,7
1695729829,2889133506,3969497609,13475,30553,TCP,1243,VoIP,SSH,2700,3
1688925349,3866438093,1741867996,46169,36120,UDP,1401,File Transfer,Other,1982,4
1693569831,539973624,489627688,47406,33602,UDP,1042,File Transfer,FTP,1606,1
1701131381,2813588436,3393402110,5393,62155,TCP,510,VoIP,SSH,2727,7
1678711452,3697854479,2484849723,46308,52841,UDP,876,Other,FTP,2539,7
1685413543,2907397729,1566264493,54698,11168,UDP,337,Other,DNS,2706,9
1697159044,2719584,3899797011,52571,40291,UDP,1101,Email,SSH,1878,9
1695282154,3993882389,3510431550,63702,20988,ICMP,1315,Web,FTP,250,9
1703760766,1293543001,239963368,43597,36295,ICMP,1080,Web,SSH,2581,7
1677639676,678288980,2902802170,50939,22358,ICMP,399,Other,FTP,3298,3
1698330688,2291928952,4086265116,33444,60160,UDP,252,Other,DNS,1680,6
1681228451,1338461263,31243225,38934,44946,UDP,312,VoIP,Other,352,9
1703104170,1131224107,1262550339,37349,35047,UDP,1454,File Transfer,FTP,3420,10
1695303730,1846454687,1839030445,18542,981,TCP,1431,Video,HTTP,1856,9
1697781998,1306903121,3286617274,48003,40949,ICMP,459,Email,DNS,308,9
1676854931,2450468753,3079079205,3059,32550,TCP,85,Web,SSH,3466,8
1691928229,38691411,150761070,46591,51552,TCP,1145,Other,HTTP,328,7
1697639841,3631442600,706268515,33977,44385,TCP,946,Video,SMTP,265,6
1688037629,3673716090,1503866756,54530,50329,UDP,331,File Transfer,HTTP,3484,7
1695660757,4276102013,2545653349,56008,54029,UDP,427,Email,DNS,3223,5
1688618427,2597953660,3286424222,26802,16658,UDP,1189,Other,DNS,2102,3
1683426549,1655082179,1228538355,65409,49796,UDP,612,VoIP,FTP,270,10
1680194656,2413618878,796322352,42166,13028,ICMP,754,Other,FTP,2841,7
1688468947,3606268013,1565837615,33595,58604,UDP,744,File Transfer,FTP,1504,9
1684574748,3646583591,3258239281,13011,36185,TCP,997,Other,FTP,1267,10
1685550239,1526011806,4710213,18026,57315,TCP,1204,Other,Other,43,2
1675724040,3737911388,695477125,43704,10829,UDP,1205,Email,FTP,3019,8
1692866906,738401370,3720588935,55212,42427,TCP,861,Web,SSH,1366,9
1685841612,81461461,1773866890,27556,49050,UDP,989,Web,HTTP,1137,6
1693190276,2614192262,3092259874,43345,11088,TCP,1398,VoIP,SSH,2517,5
1690207336,1660522028,2769538753,40810,10833,ICMP,500,VoIP,HTTP,300,1
1694202934,1539933793,4293623355,6890,4242,UDP,124,VoIP,SMTP,1030,10
1699943819,159787868,2373207553,28717,3313,UDP,1280,Other,HTTP,1759,1
1703686455,2146927689,590914809,24580,39087,ICMP,115,Web,SMTP,475,9
1699977181,877880747,1440783746,55236,61261,TCP,932,File Transfer,SMTP,2083,4
1679278088,2801173200,2543663923,42391,45220,TCP,454,Video,SMTP,1698,5
1691310067,3852609241,4196181514,23580,19556,UDP,1026,Web,SSH,3090,7
1681417216,187649200,1422737206,33485,6472,UDP,952,Email,SSH,3048,2
1694934801,2554548965,308185723,51887,10090,UDP,473,Email,Other,2242,5
1676146596,2172565580,2423170746,29656,41065,UDP,1073,Video,HTTP,2466,4
1683969163,3318501951,828525432,15609,29887,UDP,408,File Transfer,Other,329,7
1687779168,1352371844,2462545410,20198,7463,TCP,1099,Video,FTP,1848,5
1677497720,166958425,4167534298,59361,44332,TCP,468,Video,FTP,1943,1
1679491306,1505811696,1516072413,27905,25526,ICMP,608,Other,HTTP,2987,7
1675221310,2328473950,155858461,30327,23056,TCP,221,VoIP,Other,430,9
1674218151,640665326,57062293,43372,44393,ICMP,893,Email,DNS,2898,3
1678688286,563822989,1251793403,13678,59423,TCP,1059,File Transfer,HTTP,1613,5
1694377675,2746096131,3213491348,12572,25756,ICMP,117,Other,Other,1194,1
1694363143,3133257021,2984637139,19949,57300,TCP,121,Web,Other,490,6
1688626809,278574826,3181667748,45004,55547,TCP,1097,Web,Other,2806,4
1701706387,2315966407,3034179499,25505,23167,TCP,731,File Transfer,FTP,1241,4
1673555317,3811809882,2253440975,45670,40997,UDP,254,Email,SMTP,2562,2
1697925465,2432795588,2266875376,59212,46818,ICMP,560,Web,FTP,2977,10
1674862344,4088992896,3095947236,55964,33459,ICMP,1214,VoIP,HTTP,2165,8
1682106971,3322294875,2967406241,33881,10317,UDP,829,VoIP,FTP,404,6
1683155491,2019833449,4129547856,32385,7808,TCP,403,File Transfer,DNS,2952,4
1679915493,397901821,1804074920,62742,44630,UDP,347,Video,Other,3514,9
